chr1,x1,y1,chr2,x2,y2,color,in_intersect_1,in_intersect_2
13,34500000,34525000,13,35725000,35750000,"0,255,255",False,False
13,46075000,46100000,13,46700000,46725000,"0,255,255",False,False
13,40250000,40275000,13,41250000,41275000,"0,255,255",False,False
13,76250000,76275000,13,77475000,77500000,"0,255,255",False,False
13,80325000,80350000,13,80900000,80925000,"0,255,255",False,False
13,95350000,95375000,13,95800000,95825000,"0,255,255",False,False
13,39600000,39625000,13,40175000,40200000,"0,255,255",True,False
13,36550000,36575000,13,36825000,36850000,"0,255,255",False,False
13,109600000,109625000,13,110750000,110775000,"0,255,255",False,False
13,101225000,101250000,13,101750000,101775000,"0,255,255",False,False
13,80250000,80275000,13,81575000,81600000,"0,255,255",False,False
13,92025000,92050000,13,92350000,92375000,"0,255,255",False,False
13,30075000,30100000,13,30675000,30700000,"0,255,255",False,False
13,109600000,109625000,13,110425000,110450000,"0,255,255",False,False
13,79175000,79200000,13,100625000,100650000,"0,255,255",False,False
13,41950000,41975000,13,42200000,42225000,"0,255,255",False,False
13,48700000,48725000,13,49325000,49350000,"0,255,255",False,False
13,78350000,78375000,13,78675000,78700000,"0,255,255",False,False
13,77725000,77750000,13,77825000,77850000,"0,255,255",False,False
13,79890000,79900000,13,79940000,79950000,"0,255,255",False,False
13,45980000,45990000,13,46030000,46040000,"0,255,255",False,False
13,27560000,27570000,13,27930000,27940000,"0,255,255",False,False
13,95840000,95850000,13,96040000,96050000,"0,255,255",False,False
13,79990000,80000000,13,80110000,80120000,"0,255,255",False,False
13,24590000,24600000,13,24790000,24800000,"0,255,255",False,False
13,76440000,76450000,13,77040000,77050000,"0,255,255",False,False
13,44480000,44490000,13,45050000,45060000,"0,255,255",False,False
13,26140000,26150000,13,26630000,26640000,"0,255,255",False,False
13,95090000,95100000,13,95260000,95270000,"0,255,255",False,False
14,70060000,70070000,14,70190000,70200000,"0,255,255",False,False
14,75770000,75780000,14,75950000,75960000,"0,255,255",False,False
14,35600000,35610000,14,35880000,35890000,"0,255,255",False,False
14,50340000,50350000,14,50560000,50570000,"0,255,255",False,False
14,61770000,61780000,14,61910000,61920000,"0,255,255",False,False
14,21180000,21190000,14,21300000,21310000,"0,255,255",False,False
14,70280000,70290000,14,70490000,70500000,"0,255,255",False,False
14,59590000,59600000,14,59900000,59910000,"0,255,255",False,False
14,64260000,64270000,14,64760000,64770000,"0,255,255",False,False
14,68400000,68410000,14,69280000,69290000,"0,255,255",False,False
14,31120000,31130000,14,31370000,31380000,"0,255,255",False,False
14,32400000,32410000,14,32710000,32720000,"0,255,255",False,False
14,94400000,94410000,14,94470000,94480000,"0,255,255",False,False
14,68050000,68060000,14,68140000,68150000,"0,255,255",False,False
14,73760000,73770000,14,73930000,73940000,"0,255,255",False,False
14,74200000,74210000,14,74290000,74300000,"0,255,255",False,False
14,77330000,77340000,14,77530000,77540000,"0,255,255",False,False
14,24800000,24810000,14,24900000,24910000,"0,255,255",False,False
14,22860000,22870000,14,22930000,22940000,"0,255,255",False,False
14,93180000,93190000,14,93240000,93250000,"0,255,255",False,False
14,72980000,72990000,14,73350000,73360000,"0,255,255",False,False
14,74575000,74600000,14,74700000,74725000,"0,255,255",False,False
14,91775000,91800000,14,91875000,91900000,"0,255,255",False,False
14,35675000,35700000,14,35875000,35900000,"0,255,255",False,False
14,77375000,77400000,14,77500000,77525000,"0,255,255",False,False
14,22850000,22875000,14,23000000,23025000,"0,255,255",False,False
14,81725000,81750000,14,81900000,81925000,"0,255,255",False,False
14,61925000,61950000,14,62175000,62200000,"0,255,255",False,False
14,23925000,23950000,14,24025000,24050000,"0,255,255",True,False
14,21150000,21175000,14,21425000,21450000,"0,255,255",False,False
14,21675000,21700000,14,21850000,21875000,"0,255,255",False,False
14,53275000,53300000,14,53425000,53450000,"0,255,255",False,False
14,91350000,91375000,14,91625000,91650000,"0,255,255",False,False
14,55025000,55050000,14,55225000,55250000,"0,255,255",False,False
14,103525000,103550000,14,103750000,103775000,"0,255,255",False,False
14,56700000,56725000,14,56875000,56900000,"0,255,255",False,False
14,93400000,93425000,14,93600000,93625000,"0,255,255",False,False
14,52750000,52775000,14,52925000,52950000,"0,255,255",False,False
14,100850000,100875000,14,101100000,101125000,"0,255,255",False,False
14,68700000,68725000,14,69250000,69275000,"0,255,255",False,False
14,76500000,76525000,14,76800000,76825000,"0,255,255",False,False
14,75600000,75625000,14,75950000,75975000,"0,255,255",False,False
14,39175000,39200000,14,39325000,39350000,"0,255,255",False,False
14,61925000,61950000,14,62300000,62325000,"0,255,255",False,False
14,71600000,71625000,14,72200000,72225000,"0,255,255",False,False
14,34300000,34325000,14,34550000,34575000,"0,255,255",False,False
14,60425000,60450000,14,60625000,60650000,"0,255,255",False,False
14,89625000,89650000,14,90375000,90400000,"0,255,255",False,False
14,64450000,64475000,14,64750000,64775000,"0,255,255",False,False
14,33925000,33950000,14,34250000,34275000,"0,255,255",False,False
14,58950000,58975000,14,59500000,59525000,"0,255,255",False,False
14,56175000,56200000,14,56925000,56950000,"0,255,255",False,False
14,34300000,34325000,14,34675000,34700000,"0,255,255",False,False
14,69700000,69725000,14,69900000,69925000,"0,255,255",False,False
14,72475000,72500000,14,72875000,72900000,"0,255,255",False,False
14,62375000,62400000,14,62575000,62600000,"0,255,255",False,False
14,91350000,91375000,14,91725000,91750000,"0,255,255",False,False
14,65875000,65900000,14,66275000,66300000,"0,255,255",False,False
14,54000000,54025000,14,54800000,54825000,"0,255,255",False,False
14,65675000,65700000,14,66275000,66300000,"0,255,255",False,False
14,33025000,33050000,14,34775000,34800000,"0,255,255",False,False
14,96025000,96050000,14,96450000,96475000,"0,255,255",False,False
14,106000000,106025000,14,106475000,106500000,"0,255,255",False,False
14,61075000,61100000,14,61725000,61750000,"0,255,255",False,False
14,65625000,65650000,14,66525000,66550000,"0,255,255",False,False
14,55900000,55925000,14,56925000,56950000,"0,255,255",False,False
14,70050000,70075000,14,70475000,70500000,"0,255,255",False,False
14,63850000,63875000,14,64225000,64250000,"0,255,255",False,False
14,37700000,37725000,14,38325000,38350000,"0,255,255",False,False
14,70550000,70575000,14,71025000,71050000,"0,255,255",False,False
14,62625000,62650000,14,63725000,63750000,"0,255,255",False,False
14,38350000,38375000,14,39475000,39500000,"0,255,255",False,False
14,30000000,30025000,14,30675000,30700000,"0,255,255",False,False
14,50275000,50300000,14,51200000,51225000,"0,255,255",False,False
14,36975000,37000000,14,38050000,38075000,"0,255,255",False,False
14,29225000,29250000,14,38050000,38075000,"0,255,255",False,False
14,52475000,52500000,14,52725000,52750000,"0,255,255",False,False
14,89475000,89500000,14,90375000,90400000,"0,255,255",False,False
14,75605000,75610000,14,75765000,75770000,"0,255,255",False,False
15,45450000,45475000,15,45675000,45700000,"0,255,255",False,False
15,38850000,38875000,15,38950000,38975000,"0,255,255",False,False
15,64025000,64050000,15,64350000,64375000,"0,255,255",False,False
15,78400000,78425000,15,78525000,78550000,"0,255,255",False,False
15,65475000,65500000,15,65575000,65600000,"0,255,255",False,False
15,101625000,101650000,15,101775000,101800000,"0,255,255",False,False
15,77400000,77425000,15,77775000,77800000,"0,255,255",False,False
15,57625000,57650000,15,57800000,57825000,"0,255,255",False,False
15,66900000,66925000,15,67050000,67075000,"0,255,255",False,False
15,81400000,81425000,15,81550000,81575000,"0,255,255",False,False
15,33575000,33600000,15,33975000,34000000,"0,255,255",False,False
15,73850000,73875000,15,73975000,74000000,"0,255,255",False,False
15,98425000,98450000,15,98700000,98725000,"0,255,255",False,False
15,66675000,66700000,15,66775000,66800000,"0,255,255",True,False
15,42275000,42300000,15,42400000,42425000,"0,255,255",False,False
15,45725000,45750000,15,45900000,45925000,"0,255,255",False,False
15,43000000,43025000,15,43200000,43225000,"0,255,255",False,False
15,68825000,68850000,15,69150000,69175000,"0,255,255",False,False
15,90850000,90875000,15,91025000,91050000,"0,255,255",False,False
15,67225000,67250000,15,67575000,67600000,"0,255,255",False,False
15,93325000,93350000,15,93550000,93575000,"0,255,255",False,False
15,50975000,51000000,15,51150000,51175000,"0,255,255",False,False
15,68150000,68175000,15,68450000,68475000,"0,255,255",False,False
15,38750000,38775000,15,38975000,39000000,"0,255,255",False,False
15,55500000,55525000,15,55700000,55725000,"0,255,255",False,False
15,74650000,74675000,15,74900000,74925000,"0,255,255",False,False
15,78900000,78925000,15,79000000,79025000,"0,255,255",False,False
15,92400000,92425000,15,92600000,92625000,"0,255,255",False,False
15,99800000,99825000,15,100250000,100275000,"0,255,255",False,False
15,63925000,63950000,15,64350000,64375000,"0,255,255",False,False
15,90275000,90300000,15,90625000,90650000,"0,255,255",False,False
15,98825000,98850000,15,98950000,98975000,"0,255,255",False,False
15,74250000,74275000,15,74600000,74625000,"0,255,255",False,False
15,60000000,60025000,15,60600000,60625000,"0,255,255",False,False
15,38350000,38375000,15,38525000,38550000,"0,255,255",False,False
15,60625000,60650000,15,60800000,60825000,"0,255,255",False,False
15,59250000,59275000,15,59775000,59800000,"0,255,255",False,False
15,91850000,91875000,15,92600000,92625000,"0,255,255",False,False
15,47475000,47500000,15,48275000,48300000,"0,255,255",False,False
15,93625000,93650000,15,94650000,94675000,"0,255,255",False,False
15,49150000,49175000,15,49425000,49450000,"0,255,255",True,False
15,47750000,47775000,15,48275000,48300000,"0,255,255",False,False
15,80750000,80775000,15,81250000,81275000,"0,255,255",False,False
15,99300000,99325000,15,99600000,99625000,"0,255,255",False,False
15,44875000,44900000,15,45200000,45225000,"0,255,255",False,False
15,75500000,75525000,15,75600000,75625000,"0,255,255",False,False
15,79200000,79225000,15,79450000,79475000,"0,255,255",False,False
15,92625000,92650000,15,93250000,93275000,"0,255,255",False,False
15,91500000,91525000,15,91800000,91825000,"0,255,255",False,False
15,74650000,74675000,15,75050000,75075000,"0,255,255",False,False
15,72050000,72075000,15,72425000,72450000,"0,255,255",False,False
15,63075000,63100000,15,63375000,63400000,"0,255,255",False,False
15,23875000,23900000,15,24100000,24125000,"0,255,255",False,False
15,47475000,47500000,15,48525000,48550000,"0,255,255",False,False
15,36850000,36875000,15,37375000,37400000,"0,255,255",False,False
15,23875000,23900000,15,25750000,25775000,"0,255,255",False,False
15,83900000,83925000,15,84225000,84250000,"0,255,255",False,False
15,89450000,89475000,15,89700000,89725000,"0,255,255",False,False
15,98975000,99000000,15,99600000,99625000,"0,255,255",False,False
15,78250000,78275000,15,78525000,78550000,"0,255,255",False,False
15,59425000,59450000,15,59775000,59800000,"0,255,255",False,False
15,83500000,83525000,15,83650000,83675000,"0,255,255",False,False
15,31475000,31500000,15,31775000,31800000,"0,255,255",False,False
15,90425000,90450000,15,90600000,90625000,"0,255,255",True,False
15,51930000,51940000,15,52060000,52070000,"0,255,255",False,False
15,68850000,68860000,15,68960000,68970000,"0,255,255",False,False
15,90300000,90310000,15,90410000,90420000,"0,255,255",False,False
15,75330000,75340000,15,75490000,75500000,"0,255,255",False,False
15,74670000,74680000,15,74730000,74740000,"0,255,255",False,False
15,65130000,65140000,15,65180000,65190000,"0,255,255",True,False
15,93360000,93370000,15,93410000,93420000,"0,255,255",False,False
15,74930000,74940000,15,75050000,75060000,"0,255,255",False,False
15,93340000,93350000,15,93450000,93460000,"0,255,255",False,False
15,89600000,89610000,15,89710000,89720000,"0,255,255",False,False
15,59530000,59540000,15,59780000,59790000,"0,255,255",False,False
15,101830000,101840000,15,102180000,102190000,"0,255,255",True,False
15,81570000,81580000,15,81690000,81700000,"0,255,255",False,False
15,101550000,101560000,15,101790000,101800000,"0,255,255",False,False
15,69350000,69360000,15,69690000,69700000,"0,255,255",False,False
15,92480000,92490000,15,92610000,92620000,"0,255,255",False,False
15,38290000,38300000,15,38650000,38660000,"0,255,255",False,False
15,101170000,101180000,15,101540000,101550000,"0,255,255",False,False
15,37170000,37180000,15,37390000,37400000,"0,255,255",False,False
15,60870000,60880000,15,61200000,61210000,"0,255,255",False,False
16,81390000,81400000,16,81760000,81770000,"0,255,255",False,False
16,68290000,68300000,16,68360000,68370000,"0,255,255",False,False
16,57110000,57120000,16,57200000,57210000,"0,255,255",False,False
16,57330000,57340000,16,57450000,57460000,"0,255,255",False,False
16,55500000,55510000,16,55730000,55740000,"0,255,255",False,False
16,10600000,10610000,16,10820000,10830000,"0,255,255",False,False
16,84540000,84550000,16,84650000,84660000,"0,255,255",False,False
16,58370000,58380000,16,58500000,58510000,"0,255,255",False,False
16,58360000,58370000,16,58520000,58530000,"0,255,255",False,False
16,69180000,69190000,16,69300000,69310000,"0,255,255",False,False
16,77700000,77710000,16,78000000,78010000,"0,255,255",False,False
16,54320000,54330000,16,54970000,54980000,"0,255,255",False,False
16,19100000,19110000,16,19380000,19390000,"0,255,255",False,False
16,77270000,77280000,16,77610000,77620000,"0,255,255",False,False
16,75225000,75250000,16,75400000,75425000,"0,255,255",False,False
16,87800000,87825000,16,87900000,87925000,"0,255,255",False,False
16,75025000,75050000,16,75125000,75150000,"0,255,255",False,False
16,3350000,3375000,16,3450000,3475000,"0,255,255",False,False
16,85850000,85875000,16,86000000,86025000,"0,255,255",False,False
16,85450000,85475000,16,85625000,85650000,"0,255,255",False,False
16,68425000,68450000,16,68525000,68550000,"0,255,255",False,False
16,67550000,67575000,16,67675000,67700000,"0,255,255",False,False
16,66975000,67000000,16,67175000,67200000,"0,255,255",False,False
16,27175000,27200000,16,27450000,27475000,"0,255,255",False,False
16,70700000,70725000,16,70800000,70825000,"0,255,255",False,False
16,67300000,67325000,16,67475000,67500000,"0,255,255",False,False
16,20850000,20875000,16,21075000,21100000,"0,255,255",False,False
16,850000,875000,16,1100000,1125000,"0,255,255",False,False
16,19600000,19625000,16,19875000,19900000,"0,255,255",False,False
16,11050000,11075000,16,11325000,11350000,"0,255,255",False,False
16,48375000,48400000,16,48575000,48600000,"0,255,255",False,False
16,24050000,24075000,16,24500000,24525000,"0,255,255",False,False
16,2050000,2075000,16,2175000,2200000,"0,255,255",False,False
16,11050000,11075000,16,11450000,11475000,"0,255,255",False,False
16,81400000,81425000,16,81900000,81925000,"0,255,255",False,False
16,10400000,10425000,16,10575000,10600000,"0,255,255",False,False
16,31750000,31775000,16,31900000,31925000,"0,255,255",False,False
16,86575000,86600000,16,87300000,87325000,"0,255,255",False,False
16,48375000,48400000,16,48650000,48675000,"0,255,255",False,False
16,29700000,29725000,16,30000000,30025000,"0,255,255",False,False
16,46975000,47000000,16,48175000,48200000,"0,255,255",False,False
16,55975000,56000000,16,56350000,56375000,"0,255,255",False,False
16,86350000,86375000,16,86550000,86575000,"0,255,255",False,False
16,46700000,46725000,16,46925000,46950000,"0,255,255",False,False
16,11050000,11075000,16,11800000,11825000,"0,255,255",False,False
16,50375000,50400000,16,50775000,50800000,"0,255,255",False,False
16,10600000,10625000,16,11000000,11025000,"0,255,255",False,False
16,75800000,75825000,16,77200000,77225000,"0,255,255",False,False
16,57575000,57600000,16,58025000,58050000,"0,255,255",False,False
16,10350000,10375000,16,10825000,10850000,"0,255,255",False,False
16,19900000,19925000,16,20375000,20400000,"0,255,255",False,False
16,75500000,75525000,16,75775000,75800000,"0,255,255",False,False
16,19100000,19125000,16,19500000,19525000,"0,255,255",False,False
16,12975000,13000000,16,13550000,13575000,"0,255,255",False,False
16,55475000,55500000,16,55850000,55875000,"0,255,255",False,False
16,48700000,48725000,16,49375000,49400000,"0,255,255",False,False
16,70175000,70200000,16,74375000,74400000,"0,255,255",False,False
16,52200000,52225000,16,53050000,53075000,"0,255,255",False,False
16,30950000,30975000,16,31875000,31900000,"0,255,255",True,False
16,6725000,6750000,16,8200000,8225000,"0,255,255",False,False
16,53300000,53325000,16,58550000,58575000,"0,255,255",False,False
16,29225000,29250000,16,88225000,88250000,"0,255,255",False,False
16,12425000,12450000,16,12900000,12925000,"0,255,255",False,False
16,14325000,14350000,16,14625000,14650000,"0,255,255",False,False
16,11475000,11500000,16,11800000,11825000,"0,255,255",False,False
16,31500000,31525000,16,31700000,31725000,"0,255,255",False,False
16,21590000,21595000,16,22705000,22710000,"0,255,255",False,False
17,57830000,57840000,17,57930000,57940000,"0,255,255",False,False
17,47390000,47400000,17,47470000,47480000,"0,255,255",False,False
17,41650000,41660000,17,41750000,41760000,"0,255,255",False,False
17,43720000,43730000,17,43900000,43910000,"0,255,255",False,False
17,47640000,47650000,17,47780000,47790000,"0,255,255",False,False
17,41770000,41780000,17,41820000,41830000,"0,255,255",False,False
17,46880000,46890000,17,46950000,46960000,"0,255,255",False,False
17,65380000,65390000,17,65470000,65480000,"0,255,255",False,False
17,56880000,56890000,17,56930000,56940000,"0,255,255",False,False
17,3630000,3640000,17,3710000,3720000,"0,255,255",False,False
17,57390000,57400000,17,57510000,57520000,"0,255,255",False,False
17,42280000,42290000,17,42400000,42410000,"0,255,255",False,False
17,74850000,74860000,17,75050000,75060000,"0,255,255",False,False
17,41650000,41660000,17,41830000,41840000,"0,255,255",False,False
17,71250000,71260000,17,71360000,71370000,"0,255,255",False,False
17,15160000,15170000,17,15400000,15410000,"0,255,255",False,False
17,66760000,66770000,17,67230000,67240000,"0,255,255",False,False
17,27290000,27300000,17,27430000,27440000,"0,255,255",False,False
17,59710000,59720000,17,59910000,59920000,"0,255,255",False,False
17,5490000,5500000,17,6340000,6350000,"0,255,255",False,False
17,21340000,21350000,17,25330000,25340000,"0,255,255",False,False
17,21330000,21340000,17,25310000,25320000,"0,255,255",False,False
17,55930000,55940000,17,56070000,56080000,"0,255,255",False,False
17,19270000,19280000,17,19350000,19360000,"0,255,255",False,False
17,46560000,46570000,17,46660000,46670000,"0,255,255",False,False
17,74450000,74460000,17,74500000,74510000,"0,255,255",False,False
17,39890000,39900000,17,39950000,39960000,"0,255,255",False,False
17,43350000,43360000,17,43460000,43470000,"0,255,255",False,False
17,42020000,42030000,17,42070000,42080000,"0,255,255",False,False
17,38450000,38460000,17,38510000,38520000,"0,255,255",False,False
17,6810000,6820000,17,6900000,6910000,"0,255,255",False,False
17,40475000,40500000,17,40650000,40675000,"0,255,255",False,False
17,48250000,48275000,17,48350000,48375000,"0,255,255",False,False
17,41450000,41475000,17,41550000,41575000,"0,255,255",False,False
17,73300000,73325000,17,73400000,73425000,"0,255,255",False,False
17,6950000,6975000,17,7050000,7075000,"0,255,255",False,False
17,72350000,72375000,17,72450000,72475000,"0,255,255",False,False
17,42600000,42625000,17,42700000,42725000,"0,255,255",False,False
17,40975000,41000000,17,41075000,41100000,"0,255,255",True,False
17,38550000,38575000,17,38675000,38700000,"0,255,255",True,False
17,74100000,74125000,17,74275000,74300000,"0,255,255",False,False
17,46400000,46425000,17,46525000,46550000,"0,255,255",False,False
17,46400000,46425000,17,46650000,46675000,"0,255,255",False,False
17,72650000,72675000,17,72750000,72775000,"0,255,255",False,False
17,75075000,75100000,17,75225000,75250000,"0,255,255",False,False
17,4100000,4125000,17,4300000,4325000,"0,255,255",False,False
17,19875000,19900000,17,20000000,20025000,"0,255,255",True,False
17,62100000,62125000,17,62200000,62225000,"0,255,255",False,False
17,66250000,66275000,17,66425000,66450000,"0,255,255",False,False
17,53125000,53150000,17,53350000,53375000,"0,255,255",False,False
17,1950000,1975000,17,2125000,2150000,"0,255,255",False,False
17,19400000,19425000,17,19650000,19675000,"0,255,255",False,False
17,17250000,17275000,17,17525000,17550000,"0,255,255",False,False
17,61500000,61525000,17,61675000,61700000,"0,255,255",True,False
17,25550000,25575000,17,25650000,25675000,"0,255,255",False,False
17,2725000,2750000,17,2900000,2925000,"0,255,255",False,False
17,32250000,32275000,17,32475000,32500000,"0,255,255",False,False
17,39700000,39725000,17,39800000,39825000,"0,255,255",False,False
17,28425000,28450000,17,28600000,28625000,"0,255,255",True,False
17,46800000,46825000,17,47050000,47075000,"0,255,255",False,False
17,47650000,47675000,17,47900000,47925000,"0,255,255",False,False
17,29325000,29350000,17,29525000,29550000,"0,255,255",False,False
17,46750000,46775000,17,46950000,46975000,"0,255,255",False,False
17,64700000,64725000,17,64900000,64925000,"0,255,255",False,False
17,30775000,30800000,17,31075000,31100000,"0,255,255",False,False
17,80300000,80325000,17,80500000,80525000,"0,255,255",False,False
17,5475000,5500000,17,5600000,5625000,"0,255,255",False,False
17,33475000,33500000,17,33850000,33875000,"0,255,255",False,False
17,31100000,31125000,17,31225000,31250000,"0,255,255",False,False
17,60775000,60800000,17,61025000,61050000,"0,255,255",False,False
17,53600000,53625000,17,53825000,53850000,"0,255,255",False,False
17,64250000,64275000,17,64550000,64575000,"0,255,255",False,False
17,19250000,19275000,17,19650000,19675000,"0,255,255",True,False
17,58200000,58225000,17,58500000,58525000,"0,255,255",False,False
17,56775000,56800000,17,57075000,57100000,"0,255,255",False,False
17,59075000,59100000,17,59450000,59475000,"0,255,255",False,False
17,56600000,56625000,17,57075000,57100000,"0,255,255",False,False
17,47375000,47400000,17,47625000,47650000,"0,255,255",False,False
17,55925000,55950000,17,56175000,56200000,"0,255,255",False,False
17,62950000,62975000,17,63175000,63200000,"0,255,255",False,False
17,47625000,47650000,17,48075000,48100000,"0,255,255",False,False
17,39000000,39025000,17,39800000,39825000,"0,255,255",False,False
17,25550000,25575000,17,25900000,25925000,"0,255,255",False,False
17,34950000,34975000,17,35600000,35625000,"0,255,255",False,False
17,29725000,29750000,17,30150000,30175000,"0,255,255",False,False
17,76100000,76125000,17,76400000,76425000,"0,255,255",False,False
17,67575000,67600000,17,68125000,68150000,"0,255,255",False,False
17,45200000,45225000,17,45675000,45700000,"0,255,255",False,False
17,63225000,63250000,17,64150000,64175000,"0,255,255",False,False
17,21175000,21200000,17,21400000,21425000,"0,255,255",False,False
17,13475000,13500000,17,14800000,14825000,"0,255,255",False,False
17,46100000,46125000,17,46675000,46700000,"0,255,255",False,False
17,59475000,59500000,17,59900000,59925000,"0,255,255",False,False
17,66150000,66175000,17,66750000,66775000,"0,255,255",False,False
17,54650000,54675000,17,55000000,55025000,"0,255,255",False,False
17,13500000,13525000,17,14200000,14225000,"0,255,255",False,False
17,10550000,10575000,17,11200000,11225000,"0,255,255",False,False
17,43650000,43675000,17,62900000,62925000,"0,255,255",False,False
17,75525000,75550000,17,76000000,76025000,"0,255,255",False,False
17,8300000,8325000,17,8650000,8675000,"0,255,255",False,False
17,59500000,59525000,17,59625000,59650000,"0,255,255",False,False
17,26100000,26125000,17,26200000,26225000,"0,255,255",False,False
17,41400000,41405000,17,41460000,41465000,"0,255,255",False,False
17,32525000,32530000,17,32685000,32690000,"0,255,255",False,False
17,34090000,34095000,17,34125000,34130000,"0,255,255",False,False
18,56200000,56225000,18,56325000,56350000,"0,255,255",False,False
18,67850000,67875000,18,68100000,68125000,"0,255,255",True,False
18,725000,750000,18,825000,850000,"0,255,255",False,False
18,43300000,43325000,18,43400000,43425000,"0,255,255",False,False
18,60800000,60825000,18,60975000,61000000,"0,255,255",False,False
18,20600000,20625000,18,20975000,21000000,"0,255,255",False,False
18,20700000,20725000,18,20925000,20950000,"0,255,255",False,False
18,74100000,74125000,18,74400000,74425000,"0,255,255",False,False
18,60675000,60700000,18,60975000,61000000,"0,255,255",False,False
18,52350000,52375000,18,52625000,52650000,"0,255,255",False,False
18,77125000,77150000,18,77400000,77425000,"0,255,255",False,False
18,43875000,43900000,18,44050000,44075000,"0,255,255",False,False
18,8700000,8725000,18,8975000,9000000,"0,255,255",False,False
18,2925000,2950000,18,3225000,3250000,"0,255,255",False,False
18,3275000,3300000,18,3450000,3475000,"0,255,255",False,False
18,61175000,61200000,18,61500000,61525000,"0,255,255",False,False
18,21200000,21225000,18,21375000,21400000,"0,255,255",False,False
18,46200000,46225000,18,46750000,46775000,"0,255,255",False,False
18,9950000,9975000,18,10500000,10525000,"0,255,255",False,False
18,45300000,45325000,18,45525000,45550000,"0,255,255",False,False
18,47025000,47050000,18,47375000,47400000,"0,255,255",False,False
18,56175000,56200000,18,56725000,56750000,"0,255,255",False,False
18,43725000,43750000,18,44225000,44250000,"0,255,255",False,False
18,48350000,48375000,18,48575000,48600000,"0,255,255",False,False
18,45550000,45575000,18,45950000,45975000,"0,255,255",False,False
18,33675000,33700000,18,33850000,33875000,"0,255,255",False,False
18,71850000,71875000,18,72150000,72175000,"0,255,255",False,False
18,59300000,59325000,18,59550000,59575000,"0,255,255",False,False
18,22050000,22075000,18,22300000,22325000,"0,255,255",False,False
18,57650000,57675000,18,58200000,58225000,"0,255,255",False,False
18,18775000,18800000,18,19000000,19025000,"0,255,255",False,False
18,850000,875000,18,2525000,2550000,"0,255,255",False,False
18,33575000,33600000,18,33850000,33875000,"0,255,255",False,False
18,10550000,10575000,18,11150000,11175000,"0,255,255",False,False
18,19750000,19775000,18,20125000,20150000,"0,255,255",False,False
18,52875000,52900000,18,54225000,54250000,"0,255,255",False,False
18,44725000,44750000,18,45250000,45275000,"0,255,255",False,False
18,59225000,59250000,18,59775000,59800000,"0,255,255",False,False
18,41200000,41225000,18,42950000,42975000,"0,255,255",False,False
18,59300000,59325000,18,59775000,59800000,"0,255,255",False,False
18,33325000,33350000,18,33850000,33875000,"0,255,255",False,False
18,64875000,64900000,18,66325000,66350000,"0,255,255",False,False
18,19500000,19525000,18,20275000,20300000,"0,255,255",False,False
18,58975000,59000000,18,59150000,59175000,"0,255,255",False,False
18,54400000,54425000,18,55100000,55125000,"0,255,255",False,False
18,35350000,35375000,18,37150000,37175000,"0,255,255",False,False
18,4100000,4125000,18,5050000,5075000,"0,255,255",False,False
18,39700000,39725000,18,40825000,40850000,"0,255,255",False,False
18,3280000,3290000,18,3660000,3670000,"0,255,255",False,False
18,56430000,56440000,18,56720000,56730000,"0,255,255",False,False
18,56190000,56200000,18,56430000,56440000,"0,255,255",False,False
18,12730000,12740000,18,12930000,12940000,"0,255,255",False,False
18,12390000,12400000,18,12650000,12660000,"0,255,255",False,False
18,29730000,29740000,18,30130000,30140000,"0,255,255",False,False
19,38730000,38740000,19,38820000,38830000,"0,255,255",False,False
19,36370000,36380000,19,36420000,36430000,"0,255,255",False,False
19,9730000,9740000,19,9900000,9910000,"0,255,255",False,False
19,15530000,15540000,19,15660000,15670000,"0,255,255",True,False
19,18050000,18060000,19,18100000,18110000,"0,255,255",False,False
19,6050000,6060000,19,6100000,6110000,"0,255,255",False,False
19,47650000,47660000,19,47750000,47760000,"0,255,255",False,False
19,3340000,3350000,19,3430000,3440000,"0,255,255",False,False
19,2640000,2650000,19,2740000,2750000,"0,255,255",False,False
19,10040000,10050000,19,10130000,10140000,"0,255,255",False,False
19,35550000,35560000,19,35620000,35630000,"0,255,255",False,False
19,19640000,19650000,19,19740000,19750000,"0,255,255",False,False
19,33720000,33730000,19,33890000,33900000,"0,255,255",False,False
19,13380000,13390000,19,13700000,13710000,"0,255,255",False,False
19,4800000,4810000,19,5030000,5040000,"0,255,255",False,False
19,40040000,40050000,19,40160000,40170000,"0,255,255",False,False
19,51660000,51670000,19,51760000,51770000,"0,255,255",False,False
19,41950000,41960000,19,42070000,42080000,"0,255,255",False,False
19,50010000,50020000,19,50060000,50070000,"0,255,255",False,False
19,43950000,43960000,19,44020000,44030000,"0,255,255",False,False
19,920000,930000,19,980000,990000,"0,255,255",True,False
19,10690000,10700000,19,10750000,10760000,"0,255,255",False,False
19,10380000,10390000,19,10490000,10500000,"0,255,255",False,False
19,45930000,45940000,19,45980000,45990000,"0,255,255",False,False
19,41700000,41710000,19,41760000,41770000,"0,255,255",False,False
19,51670000,51680000,19,51740000,51750000,"0,255,255",False,False
19,33900000,33925000,19,34250000,34275000,"0,255,255",False,False
19,46900000,46925000,19,47000000,47025000,"0,255,255",False,False
19,2825000,2850000,19,2925000,2950000,"0,255,255",True,False
19,39700000,39725000,19,39800000,39825000,"0,255,255",False,False
19,16350000,16375000,19,16475000,16500000,"0,255,255",False,False
19,8200000,8225000,19,8300000,8325000,"0,255,255",False,False
